Gene,H3K4me3_peak_width,H3K4me2_peak_width,H3K4me1_peak_width,H3K27ac_peak_width,H3K36me3_peak_width,H3K9ac_peak_width,H3K27me3_peak_width,H3K9me2_peak_width,H3K9me3_peak_width,H3K79me2_peak_width,H4K20me1_peak_width,super_enhancer_percentage,promoter_hypermethylation_in_cancer,gene_body_hypermethylation_in_cancer,S50_score,log_gene_length,gene_phyloP100way_score,gene_phastCons100way_score,exon_phyloP100way_score,exon_phastCons100way_score,gene_GC_content,exon_GC_content,SINE_number_per_kb,LINE_number_per_kb,LTR_number_per_kb,Satellite_number_per_kb,location_in_CDT,k-mer,Gene_expression_logFC,tissue_specificity,secondary_structure_MFE,secondary_structure_paired_GC_proportion,secondary_structure_paired_proportion,secondary_structure_information,screen_score,small_protein_number,small_protein_length_coverage,mRNA_centrality,miRNA_centrality,protein_centrality,exon_mutation_odds_ratio,RNAsnp_score,CADD_score,cnv
ENSG00000225880.6_9,-0.005097826449599599,4.254111184284759e-05,4.336569600150164e-05,0.011315575623667274,-0.0030744365240308073,-0.0016341082338766882,-0.011437564659338753,0.004674773595076898,-0.001334638909974334,0.04119196827294052,-0.008868309228813981,0.00773272100359873,7.703738103946311e-05,0.01129980766915457,-0.003462807155963221,0.023719682063477986,-0.015420914079870108,-0.005499007907678316,-0.0025188985475374627,0.0028441852938118407,0.00780440360513156,0.0026280856472110483,0.00904423584736625,-0.0036405170341601623,-0.006640329483610261,0.0,-0.005002987252392119,0.010858361039797926,0.29997356984464973,-0.04198351310497002,0.18903625621026446,0.0019864194122654667,0.0029269028799038645,0.0011458778896093701,-0.0022624696847545257,-0.0002579242396536285,0.0004113783365803397,0.002774818047327454,0.07887035107602024,0.09321704198672305,-0.00015326632771239245,0.0028525014232118617,0.021327321677362253,-0.01567641128755524
ENSG00000228794.12_12,-0.005073624034614077,-0.002287901578502849,0.004141869332755127,0.005846211324070982,0.0038007269410986976,-0.0018870836011029319,4.800282726830085e-05,0.0066249193576693125,0.0032539114439720076,0.049841707131640656,0.025425445722047767,0.09159547897401146,0.0035393253611055277,-0.05294524559815091,-0.0016731946943393306,-0.015684868642433947,0.004830288869376653,-0.002295173469982664,0.0005585788213466059,-0.0017899104647889964,0.0061404451019568766,-0.0003701709933178948,0.011625984947062712,0.002420831261222706,0.010594855865963324,0.0,-0.0049659422368066725,0.009746047282324182,0.11547701990964576,-0.005287334341893773,0.13347320535910445,0.0012365313056296068,0.00431883189935951,0.0030956439347658905,0.042630260034753224,0.002771163623560652,-0.0016063354068042769,0.016938761907655232,0.1397389053597477,0.1087232490613547,0.00257329929769472,0.010038450437893564,-0.013618124010018145,-0.013132304972660203
ENSG00000230699.2_9,0.010401438131944085,-0.00028284510618971636,0.002844354800972776,-0.0019218519158325452,4.975916898515842e-05,-0.002339719444692678,-0.011788850996717082,0.004520127727777939,0.0028859868919886567,-0.006489415427884665,0.011128898857551982,0.004749044410002135,0.0012753114583435921,0.009523443374063278,0.047216742951340575,0.019078634773624963,0.01730847978873231,0.02931702504676504,0.017266830813395428,-0.009754961840271465,0.01471995276525646,0.0038593800614751595,-0.006083917710329062,0.02279041787605878,-0.0024732265778003694,0.0,-0.00730696905613194,0.011013941560937485,0.1886004472974498,0.04407586722023147,0.1416366221669741,0.01609873243060094,-0.0013877112431180394,0.004616689925046424,-0.0019193355876353513,0.0027362564056340687,-0.001813741160227106,-0.001805175268987419,0.014753056541376913,0.0782332332646499,0.012774679587546921,0.0013456244809888717,0.010405428116217919,-0.0050702570416584995
ENSG00000223764.2_10,-0.003899804651102995,-0.00230633229497178,0.0017031339687714087,0.000697443256829039,0.0011142934061013966,-0.002183466258763522,-0.005349767699399821,0.0032893851919257476,0.002769211097302182,-0.0018861350132488852,0.019975008851381114,-0.00856882832757978,-0.0067432075499958945,-0.04393557539506984,0.040832224321536,0.018122421149875646,0.017837186541721943,-0.0059603415821274045,0.01734512765512782,0.0015882396867676397,0.02155751194454949,0.0033551563197039224,0.010354179201790959,-0.006126429163161662,-0.005167563757545068,0.0,-0.005777503498035142,0.010363583198215242,0.20944644234843315,0.04307205762562302,0.15346596113696054,0.018001559205130198,-0.0058341396850903945,0.006056571989714083,0.030189301620233245,-6.731491789869204e-05,0.0005758159034136345,0.002104816528127623,0.03703451172021534,0.10652349762069269,0.018889765591324048,-0.0018015423617267212,-0.01654242975341925,-0.0046444747482401625
ENSG00000272512.1_8,-0.006210341762192812,-0.0025012345285982617,0.001986484319960691,0.0017632250215574186,0.008918556100809206,-0.0017662251477002678,-0.011545424015539884,0.004756700644297229,0.003248252122437115,-0.008832540772694736,0.011252312883041205,0.02838583926221517,-0.00030220943957403603,0.011174171545032535,0.0322594172111106,0.02006647198618372,0.014250926240838036,0.02260795165309501,0.011655005502316301,-0.0056684392376090634,0.018786425622461793,0.003950512133170925,0.007595695866838714,0.019260130459321827,-0.0036988458880304275,0.0,-0.006208985416990489,0.01053606185810243,0.25623827575789954,0.009435271066179501,0.12225628856180362,0.019222121361660995,0.0022645525740591977,0.007064269761960912,0.027933796830578873,-0.0001433788783526957,0.00035719968396508703,-0.000769444903978489,-0.0019606237393316626,0.06995731443769972,0.004418524466692902,-5.141677777701359e-05,0.0016527650990096232,-0.0054763617197110485
ENSG00000273443.1_10,0.00381403979002381,-0.0009056462919841024,0.0019478397861723118,-0.0031254181663952552,-0.007120670532696072,-0.0034214740123680977,-0.01840052057271861,0.002680423755886829,0.002183490483890105,-0.0034005192341054423,0.006090538465164363,0.041272629408815195,0.0004682885917739854,0.019406826381864,0.05101372231974688,0.037893434873366424,0.016680295527660444,-0.010615150896109222,-0.0037006863438278025,0.011644892402246265,0.030088604817860277,0.007609849782964406,0.012103617258682786,-0.011900807906009548,0.029509727843062206,0.0,-0.007236545056613619,0.015151134171582814,0.23241426420554814,0.021395656368634754,0.08842715000176164,0.025949879581848967,-0.00015972725915013863,0.00764841921643486,0.030886165455555677,-0.0005233810495905323,0.0003823298310703216,0.005759212495902971,-0.022191404375240403,0.0025746460910851475,0.01994038008290569,-0.0034389270931757367,0.01538256820170313,-0.00827928676597563
ENSG00000225285.1_9,-0.01028853391353009,0.001665351709848284,0.010097886577381915,0.002201110586901861,0.0014925978203673752,0.016029668267471736,0.009792294270886948,0.002215400061418965,0.00697397678040102,-0.012653778038043467,-0.013917732222365286,-0.010324957012882363,0.0008858911937210667,0.0202974183606582,0.06427019047807643,0.026037485670284015,0.02757410722930965,-0.0008993677174456316,0.023405355486661228,0.014634140519978373,0.030560886923664887,0.00923240678350241,0.012163637510486023,-0.01340278543100118,-0.007190323426102258,0.0,0.017587303277514642,0.014824013681587497,0.26563670110572546,0.020869881415108614,-0.004843106263483285,0.030881623933064227,-0.0021081945181065957,0.01003724941828576,-0.002678441463904102,-0.0002981959439145976,0.0006674144318647602,-0.004440320157501653,-0.015313444812679605,0.108786741061733,0.004042425884681916,-0.0040227704246416866,-0.015882605145771368,-0.006194811498910796
ENSG00000177133.14_12,-0.006291602089919829,-0.001156639476601451,0.004022234009206987,0.006593604245624163,0.01080768287088949,-0.0009063991556309825,0.030349033543326676,0.00557299473714482,0.0034615723745843098,-0.007426429040893928,0.020899442346977132,0.052625327757513454,-0.00017696939848792502,0.012649825686371918,0.00105448492283583,-0.007894565805485887,0.020396665494097348,-0.01022377719317379,0.02269660355197186,0.006878283629204607,0.027414432128214344,0.005406207261003782,0.005424342429981926,-0.0012215305558185396,-0.006901752097974246,0.0,0.009982633645512346,0.012832387261240363,0.11923200836683594,0.04574143967635988,0.11496245085852404,0.020536212737171777,0.008314325416768048,0.008001265858004352,-0.0017833590687998612,-0.0003659010488134107,0.0004345530469247849,0.010395745694229675,0.05632550359555057,0.06577519041160362,0.0191779282662373,0.0028346735610625894,0.02050682923400892,-0.006028266750604183
ENSG00000238260.3_11,-0.01839348855140323,-0.0035249628282002844,0.0016639456272875164,0.013673520413530005,-0.00011105191265013414,0.007755785774553325,0.002832388823615578,0.00011862959683928143,0.002379589120004716,0.028464324970838152,0.014742769386088195,-0.012514912154759606,0.00015269546690017122,0.014586235855300379,-0.004440484522832433,0.026273059181115627,0.013435293708956653,0.026582281025043612,0.009715215468417715,-0.015893075885316098,0.02488255777489314,0.007746368624487443,0.011149719867028807,-0.01598873733226767,-0.006404244266997328,0.0,0.014412916484778465,0.011274402461660416,0.2938816986356684,0.0255431756093989,0.07902907059878354,0.02380065687419402,0.009298366996456841,0.00480202007143205,-0.0021294660281189317,-0.0002450703570604118,0.0005088072659360787,0.003830960203466932,0.0033911398019188356,0.0455287058117009,-0.024001410216575935,-0.008749604781744164,0.012794454653222698,-0.0067589210488538335
ENSG00000237436.1_9,-0.003947671091070931,0.004019540411850903,0.009673636415094559,0.014399459825974154,0.00394841763651953,0.022854197004282806,0.0006639125305260563,0.0034903832544220747,0.007587967389713485,0.034457117697855366,-0.0002895595578032151,-0.00790034482278557,0.0003880420560288422,0.02091317200751941,0.05868260949366584,0.04918382706341429,0.010805336545093636,0.020145287236703984,-0.0011807878357081246,0.025847817304134945,0.03500364913549712,0.02445489490935675,0.012570256862795082,-0.01394005527383515,-0.0048146560645472595,0.0,0.012859850978507392,0.02568749384962038,0.16994764509478089,0.028658830380491503,-0.08797469340686313,0.05585618896948204,0.01879446477363682,0.023992159090960967,-0.0020689268750281376,-0.00024259120996188987,0.0006439039263833768,0.008791382782968777,-0.06224763809379328,0.0775207708410455,0.012768279523837505,0.024808553198055146,0.047674398905482016,-0.0017131208646096242
